id,time,value,aqi,pollution
3,2023:07:02 01:00:00,7.0,29,Good
4,2023:07:02 01:00:00,50.6,138,Slightly unhealthy
5,2023:07:02 01:00:00,11.7,49,Good
1,2023:07:02 01:00:00,52.2,142,Slightly unhealthy
2,2023:07:02 01:00:00,42.1,116,Slightly unhealthy
3,2023:07:02 01:00:00,41.3,114,Slightly unhealthy
4,2023:07:02 01:00:00,5.3,22,Good
5,2023:07:02 01:00:00,42.8,118,Slightly unhealthy
1,2023:07:02 01:00:00,478.7,464,Extremely hazardous
2,2023:07:02 01:00:00,8.3,35,Good
3,2023:07:02 01:00:00,52.0,141,Slightly unhealthy
4,2023:07:02 01:00:00,54.5,148,Slightly unhealthy
5,2023:07:02 01:00:00,204.4,254,Very unhealthy
1,2023:07:02 01:00:00,44.7,123,Slightly unhealthy
2,2023:07:02 01:00:00,42.0,116,Slightly unhealthy
3,2023:07:02 01:00:00,37.9,106,Slightly unhealthy
4,2023:07:02 01:00:00,42.3,117,Slightly unhealthy
5,2023:07:02 01:00:00,150.8,200,Very unhealthy
1,2023:07:02 01:00:00,7.3,30,Good
2,2023:07:02 01:00:00,53.6,145,Slightly unhealthy
3,2023:07:02 01:00:00,51.4,140,Slightly unhealthy
4,2023:07:02 01:00:00,38.6,108,Slightly unhealthy
5,2023:07:02 01:00:00,48.1,132,Slightly unhealthy
1,2023:07:02 01:00:00,43.2,119,Slightly unhealthy
2,2023:07:02 01:00:00,42.4,117,Slightly unhealthy
3,2023:07:02 01:00:00,41.7,116,Slightly unhealthy
4,2023:07:02 01:00:00,27.2,82,Moderate
5,2023:07:02 01:00:00,42.0,116,Slightly unhealthy
1,2023:07:02 01:00:00,42.6,118,Slightly unhealthy
2,2023:07:02 01:00:00,468.7,459,Extremely hazardous
3,2023:07:02 01:00:00,50.9,138,Slightly unhealthy
4,2023:07:02 01:00:00,6.1,25,Good
5,2023:07:02 01:00:00,34.0,97,Moderate
1,2023:07:02 01:00:00,50.1,136,Slightly unhealthy
2,2023:07:02 01:00:00,48.5,132,Slightly unhealthy
3,2023:07:02 01:00:00,55.3,150,Slightly unhealthy
4,2023:07:02 01:00:00,53.2,144,Slightly unhealthy
5,2023:07:02 01:00:00,131.0,190,Unhealthy
1,2023:07:02 01:00:00,37.1,104,Slightly unhealthy
2,2023:07:02 01:00:00,395.2,422,Extremely hazardous
3,2023:07:02 01:00:00,28.8,86,Moderate
4,2023:07:02 01:00:00,47.4,130,Slightly unhealthy
5,2023:07:02 01:00:00,479.7,465,Extremely hazardous
1,2023:07:02 01:00:00,18.9,65,Moderate
2,2023:07:02 01:00:00,171.8,221,Very unhealthy
3,2023:07:02 01:00:00,55.1,149,Slightly unhealthy
4,2023:07:02 01:00:00,11.9,50,Good
5,2023:07:02 01:00:00,39.1,109,Slightly unhealthy
1,2023:07:02 01:00:00,40.0,111,Slightly unhealthy
2,2023:07:02 01:00:00,41.2,114,Slightly unhealthy
3,2023:07:02 01:00:00,367.9,409,Extremely hazardous
4,2023:07:02 01:00:00,441.8,446,Extremely hazardous
5,2023:07:02 01:00:00,52.9,144,Slightly unhealthy
1,2023:07:02 01:00:00,48.0,131,Slightly unhealthy
2,2023:07:02 01:00:00,53.2,144,Slightly unhealthy
3,2023:07:02 01:00:00,40.4,112,Slightly unhealthy
4,2023:07:02 01:00:00,43.9,121,Slightly unhealthy
5,2023:07:02 01:00:00,42.0,116,Slightly unhealthy
1,2023:07:02 01:00:00,42.7,118,Slightly unhealthy
2,2023:07:02 01:00:00,39.9,111,Slightly unhealthy
3,2023:07:02 01:00:00,38.8,108,Slightly unhealthy
4,2023:07:02 01:00:00,6.2,26,Good
5,2023:07:02 01:00:00,50.8,138,Slightly unhealthy
1,2023:07:02 01:00:00,42.5,118,Slightly unhealthy
2,2023:07:02 01:00:00,41.3,114,Slightly unhealthy
3,2023:07:02 01:00:00,44.4,122,Slightly unhealthy
4,2023:07:02 01:00:00,46.8,128,Slightly unhealthy
5,2023:07:02 01:00:00,46.4,127,Slightly unhealthy
1,2023:07:02 01:00:00,52.2,142,Slightly unhealthy
2,2023:07:02 01:00:00,158.8,208,Very unhealthy
3,2023:07:02 01:00:00,418.0,434,Extremely hazardous
4,2023:07:02 01:00:00,52.1,142,Slightly unhealthy
5,2023:07:02 01:00:00,38.9,108,Slightly unhealthy
1,2023:07:02 01:00:00,39.4,110,Slightly unhealthy
2,2023:07:02 01:00:00,47.6,130,Slightly unhealthy
3,2023:07:02 01:00:00,37.5,105,Slightly unhealthy
4,2023:07:02 01:00:00,42.3,117,Slightly unhealthy
5,2023:07:02 01:00:00,9.3,39,Good
1,2023:07:02 01:00:00,6.5,27,Good
2,2023:07:02 01:00:00,232.6,282,Very unhealthy
3,2023:07:02 01:00:00,9.9,41,Good
4,2023:07:02 01:00:00,54.4,147,Slightly unhealthy
5,2023:07:02 01:00:00,308.2,358,Hazardous
1,2023:07:02 01:00:00,51.9,141,Slightly unhealthy
2,2023:07:02 01:00:00,41.2,114,Slightly unhealthy
3,2023:07:02 01:00:00,45.1,124,Slightly unhealthy
4,2023:07:02 01:00:00,49.5,135,Slightly unhealthy
5,2023:07:02 01:00:00,39.8,111,Slightly unhealthy
1,2023:07:02 01:00:00,11.7,49,Good
2,2023:07:02 01:00:00,42.8,118,Slightly unhealthy
3,2023:07:02 01:00:00,50.1,136,Slightly unhealthy
4,2023:07:02 01:00:00,10.0,42,Good
5,2023:07:02 01:00:00,37.8,106,Slightly unhealthy
1,2023:07:02 01:00:00,51.0,139,Slightly unhealthy
2,2023:07:02 01:00:00,10.7,45,Good
3,2023:07:02 01:00:00,43.3,120,Slightly unhealthy
4,2023:07:02 01:00:00,44.9,124,Slightly unhealthy
5,2023:07:02 01:00:00,50.7,138,Slightly unhealthy
1,2023:07:02 01:00:00,432.5,441,Extremely hazardous
2,2023:07:02 01:00:00,125.9,187,Unhealthy
3,2023:07:02 01:00:00,41.4,115,Slightly unhealthy
4,2023:07:02 01:00:00,48.3,132,Slightly unhealthy
5,2023:07:02 01:00:00,45.3,124,Slightly unhealthy
1,2023:07:02 01:00:00,52.8,143,Slightly unhealthy
2,2023:07:02 01:00:00,49.3,134,Slightly unhealthy
3,2023:07:02 01:00:00,52.9,144,Slightly unhealthy
4,2023:07:02 01:00:00,9.1,38,Good
5,2023:07:02 01:00:00,50.0,136,Slightly unhealthy
1,2023:07:02 01:00:00,232.4,282,Very unhealthy
2,2023:07:02 01:00:00,36.1,102,Slightly unhealthy
3,2023:07:02 01:00:00,51.3,140,Slightly unhealthy
4,2023:07:02 01:00:00,44.0,121,Slightly unhealthy
5,2023:07:02 01:00:00,45.7,126,Slightly unhealthy
1,2023:07:02 01:00:00,41.7,116,Slightly unhealthy
2,2023:07:02 01:00:00,26.9,82,Moderate
3,2023:07:02 01:00:00,420.4,435,Extremely hazardous
4,2023:07:02 01:00:00,52.6,143,Slightly unhealthy
5,2023:07:02 01:00:00,47.4,130,Slightly unhealthy
1,2023:07:02 01:00:00,46.9,128,Slightly unhealthy
2,2023:07:02 01:00:00,198.1,248,Very unhealthy
3,2023:07:02 01:00:00,353.2,401,Extremely hazardous
4,2023:07:02 01:00:00,40.3,112,Slightly unhealthy
5,2023:07:02 01:00:00,47.4,130,Slightly unhealthy
1,2023:07:02 01:00:00,37.3,104,Slightly unhealthy
2,2023:07:02 01:00:00,53.6,145,Slightly unhealthy
3,2023:07:02 01:00:00,41.1,114,Slightly unhealthy
4,2023:07:02 01:00:00,51.2,139,Slightly unhealthy
5,2023:07:02 01:00:00,53.5,145,Slightly unhealthy
1,2023:07:02 01:00:00,44.1,122,Slightly unhealthy
2,2023:07:02 01:00:00,10.6,44,Good
3,2023:07:02 01:00:00,46.3,127,Slightly unhealthy
4,2023:07:02 01:00:00,6.6,28,Good
5,2023:07:02 01:00:00,6.7,28,Good
1,2023:07:02 01:00:00,46.6,128,Slightly unhealthy
2,2023:07:02 01:00:00,12.0,50,Moderate
3,2023:07:02 01:00:00,44.1,122,Slightly unhealthy
4,2023:07:02 01:00:00,44.4,122,Slightly unhealthy
5,2023:07:02 01:00:00,8.3,35,Good
1,2023:07:02 01:00:00,156.4,206,Very unhealthy
2,2023:07:02 01:00:00,9.2,38,Good
3,2023:07:02 01:00:00,38.9,108,Slightly unhealthy
4,2023:07:02 01:00:00,50.2,137,Slightly unhealthy
5,2023:07:02 01:00:00,44.2,122,Slightly unhealthy
1,2023:07:02 01:00:00,53.1,144,Slightly unhealthy
2,2023:07:02 01:00:00,41.5,115,Slightly unhealthy
3,2023:07:02 01:00:00,238.9,288,Very unhealthy
4,2023:07:02 01:00:00,48.1,132,Slightly unhealthy
5,2023:07:02 01:00:00,410.9,430,Extremely hazardous
1,2023:07:02 01:00:00,50.6,138,Slightly unhealthy
2,2023:07:02 01:00:00,10.1,42,Good
3,2023:07:02 01:00:00,220.9,270,Very unhealthy
4,2023:07:02 01:00:00,49.4,135,Slightly unhealthy
5,2023:07:02 01:00:00,45.7,126,Slightly unhealthy
1,2023:07:02 01:00:00,49.2,134,Slightly unhealthy
2,2023:07:02 01:00:00,47.8,131,Slightly unhealthy
3,2023:07:02 01:00:00,299.2,349,Hazardous
4,2023:07:02 01:00:00,35.8,101,Slightly unhealthy
5,2023:07:02 01:00:00,36.0,101,Slightly unhealthy
1,2023:07:02 01:00:00,319.2,369,Hazardous
2,2023:07:02 01:00:00,38.6,108,Slightly unhealthy
3,2023:07:02 01:00:00,54.5,148,Slightly unhealthy
4,2023:07:02 01:00:00,53.6,145,Slightly unhealthy
5,2023:07:02 01:00:00,52.5,142,Slightly unhealthy
1,2023:07:02 01:00:00,40.9,114,Slightly unhealthy
2,2023:07:02 01:00:00,401.4,425,Extremely hazardous
3,2023:07:02 01:00:00,39.8,111,Slightly unhealthy
4,2023:07:02 01:00:00,40.0,111,Slightly unhealthy
5,2023:07:02 01:00:00,48.3,132,Slightly unhealthy
1,2023:07:02 01:00:00,7.0,29,Good
2,2023:07:02 01:00:00,380.1,415,Extremely hazardous
3,2023:07:02 01:00:00,47.3,130,Slightly unhealthy
4,2023:07:02 01:00:00,43.0,119,Slightly unhealthy
5,2023:07:02 01:00:00,38.7,108,Slightly unhealthy
1,2023:07:02 01:00:00,172.5,222,Very unhealthy
2,2023:07:02 01:00:00,50.0,136,Slightly unhealthy
3,2023:07:02 01:00:00,47.1,129,Slightly unhealthy
4,2023:07:02 01:00:00,355.2,402,Extremely hazardous
5,2023:07:02 01:00:00,51.1,139,Slightly unhealthy
1,2023:07:02 01:00:00,48.2,132,Slightly unhealthy
2,2023:07:02 01:00:00,47.6,130,Slightly unhealthy
3,2023:07:02 01:00:00,54.2,147,Slightly unhealthy
4,2023:07:02 01:00:00,52.4,142,Slightly unhealthy
5,2023:07:02 01:00:00,48.7,133,Slightly unhealthy
1,2023:07:02 01:00:00,37.7,106,Slightly unhealthy
2,2023:07:02 01:00:00,9.9,41,Good
3,2023:07:02 01:00:00,51.6,140,Slightly unhealthy
4,2023:07:02 01:00:00,390.3,420,Extremely hazardous
5,2023:07:02 01:00:00,6.2,26,Good
1,2023:07:02 01:00:00,43.1,119,Slightly unhealthy
2,2023:07:02 01:00:00,38.7,108,Slightly unhealthy
3,2023:07:02 01:00:00,47.5,130,Slightly unhealthy
4,2023:07:02 01:00:00,497.4,473,Extremely hazardous
5,2023:07:02 01:00:00,36.2,102,Slightly unhealthy
1,2023:07:02 01:00:00,48.7,133,Slightly unhealthy
2,2023:07:02 01:00:00,11.0,46,Good
3,2023:07:02 01:00:00,47.4,130,Slightly unhealthy
4,2023:07:02 01:00:00,8.7,36,Good
5,2023:07:02 01:00:00,39.0,109,Slightly unhealthy
1,2023:07:02 01:00:00,50.3,137,Slightly unhealthy
2,2023:07:02 01:00:00,37.7,106,Slightly unhealthy
3,2023:07:02 01:00:00,53.1,144,Slightly unhealthy
4,2023:07:02 01:00:00,46.1,126,Slightly unhealthy
5,2023:07:02 01:00:00,52.4,142,Slightly unhealthy
1,2023:07:02 01:00:00,54.1,146,Slightly unhealthy
2,2023:07:02 01:00:00,35.9,101,Slightly unhealthy
3,2023:07:02 01:00:00,40.9,114,Slightly unhealthy
4,2023:07:02 01:00:00,44.5,122,Slightly unhealthy
5,2023:07:02 01:00:00,512.3,481,Extremely hazardous
1,2023:07:02 01:00:00,53.1,144,Slightly unhealthy
2,2023:07:02 01:00:00,39.8,111,Slightly unhealthy
3,2023:07:02 01:00:00,154.4,204,Very unhealthy
4,2023:07:02 01:00:00,37.4,105,Slightly unhealthy
5,2023:07:02 01:00:00,47.5,130,Slightly unhealthy
1,2023:07:02 01:00:00,51.1,139,Slightly unhealthy
2,2023:07:02 01:00:00,51.0,139,Slightly unhealthy
3,2023:07:02 01:00:00,44.8,123,Slightly unhealthy
4,2023:07:02 01:00:00,47.1,129,Slightly unhealthy
5,2023:07:02 01:00:00,6.7,28,Good
1,2023:07:02 01:00:00,42.2,117,Slightly unhealthy
2,2023:07:02 01:00:00,189.2,239,Very unhealthy
3,2023:07:02 01:00:00,452.3,451,Extremely hazardous
4,2023:07:02 01:00:00,47.7,130,Slightly unhealthy
5,2023:07:02 01:00:00,51.0,139,Slightly unhealthy
1,2023:07:02 01:00:00,42.1,116,Slightly unhealthy
2,2023:07:02 01:00:00,45.4,125,Slightly unhealthy
3,2023:07:02 01:00:00,46.9,128,Slightly unhealthy
4,2023:07:02 01:00:00,45.9,126,Slightly unhealthy
5,2023:07:02 01:00:00,45.2,124,Slightly unhealthy
1,2023:07:02 01:00:00,194.9,244,Very unhealthy
2,2023:07:02 01:00:00,44.8,123,Slightly unhealthy
3,2023:07:02 01:00:00,54.4,147,Slightly unhealthy
4,2023:07:02 01:00:00,321.1,371,Hazardous
5,2023:07:02 01:00:00,39.8,111,Slightly unhealthy
1,2023:07:02 01:00:00,8.0,33,Good
2,2023:07:02 01:00:00,140.5,195,Unhealthy
3,2023:07:02 01:00:00,40.0,111,Slightly unhealthy
4,2023:07:02 01:00:00,193.4,243,Very unhealthy
5,2023:07:02 01:00:00,22.4,72,Moderate
1,2023:07:02 01:00:00,7.0,29,Good
2,2023:07:02 01:00:00,462.8,456,Extremely hazardous
3,2023:07:02 01:00:00,39.0,109,Slightly unhealthy
4,2023:07:02 01:00:00,11.8,49,Good
5,2023:07:02 01:00:00,415.2,432,Extremely hazardous
1,2023:07:02 01:00:00,49.9,136,Slightly unhealthy
2,2023:07:02 01:00:00,225.7,275,Very unhealthy
3,2023:07:02 01:00:00,42.5,118,Slightly unhealthy
4,2023:07:02 01:00:00,43.7,120,Slightly unhealthy
5,2023:07:02 01:00:00,165.5,215,Very unhealthy
1,2023:07:02 01:00:00,46.4,127,Slightly unhealthy
2,2023:07:02 01:00:00,43.7,120,Slightly unhealthy
3,2023:07:02 01:00:00,538.4,494,Extremely hazardous
4,2023:07:02 01:00:00,36.5,102,Slightly unhealthy
5,2023:07:02 01:00:00,449.2,449,Extremely hazardous
1,2023:07:02 01:00:00,235.4,285,Very unhealthy
2,2023:07:02 01:00:00,39.4,110,Slightly unhealthy
3,2023:07:02 01:00:00,54.3,147,Slightly unhealthy
4,2023:07:02 01:00:00,37.8,106,Slightly unhealthy
5,2023:07:02 01:00:00,10.4,43,Good
1,2023:07:02 01:00:00,41.5,115,Slightly unhealthy
2,2023:07:02 01:00:00,11.9,50,Good
3,2023:07:02 01:00:00,9.3,39,Good
4,2023:07:02 01:00:00,188.3,238,Very unhealthy
5,2023:07:02 01:00:00,543.5,496,Extremely hazardous
1,2023:07:02 01:00:00,46.4,127,Slightly unhealthy
2,2023:07:02 01:00:00,53.8,146,Slightly unhealthy
3,2023:07:02 01:00:00,43.2,119,Slightly unhealthy
4,2023:07:02 01:00:00,539.2,494,Extremely hazardous
5,2023:07:02 01:00:00,191.8,241,Very unhealthy
1,2023:07:02 01:00:00,229.2,279,Very unhealthy
2,2023:07:02 01:00:00,54.2,147,Slightly unhealthy
3,2023:07:02 01:00:00,180.1,230,Very unhealthy
4,2023:07:02 01:00:00,46.4,127,Slightly unhealthy
5,2023:07:02 01:00:00,43.0,119,Slightly unhealthy
1,2023:07:02 01:00:00,45.2,124,Slightly unhealthy
2,2023:07:02 01:00:00,46.6,128,Slightly unhealthy
3,2023:07:02 01:00:00,14.4,55,Moderate
4,2023:07:02 01:00:00,52.7,143,Slightly unhealthy
5,2023:07:02 01:00:00,237.8,287,Very unhealthy
1,2023:07:02 01:00:00,9.8,41,Good
2,2023:07:02 01:00:00,44.0,121,Slightly unhealthy
3,2023:07:02 01:00:00,54.8,148,Slightly unhealthy
4,2023:07:02 01:00:00,45.8,126,Slightly unhealthy
5,2023:07:02 01:00:00,47.9,131,Slightly unhealthy
1,2023:07:02 01:00:00,54.6,148,Slightly unhealthy
2,2023:07:02 01:00:00,45.5,125,Slightly unhealthy
3,2023:07:02 01:00:00,6.0,25,Good
4,2023:07:02 01:00:00,458.3,454,Extremely hazardous
5,2023:07:02 01:00:00,51.4,140,Slightly unhealthy
1,2023:07:02 01:00:00,52.4,142,Slightly unhealthy
2,2023:07:02 01:00:00,21.3,70,Moderate
3,2023:07:02 01:00:00,50.8,138,Slightly unhealthy
4,2023:07:02 01:00:00,152.3,202,Very unhealthy
5,2023:07:02 01:00:00,40.4,112,Slightly unhealthy
1,2023:07:02 01:00:00,41.2,114,Slightly unhealthy
2,2023:07:02 01:00:00,41.4,115,Slightly unhealthy
3,2023:07:02 01:00:00,44.1,122,Slightly unhealthy
4,2023:07:02 01:00:00,43.5,120,Slightly unhealthy
5,2023:07:02 01:00:00,38.7,108,Slightly unhealthy
1,2023:07:02 01:00:00,52.7,143,Slightly unhealthy
2,2023:07:02 01:00:00,420.1,435,Extremely hazardous
3,2023:07:02 01:00:00,37.1,104,Slightly unhealthy
4,2023:07:02 01:00:00,11.3,47,Good
5,2023:07:02 01:00:00,54.3,147,Slightly unhealthy
1,2023:07:02 01:00:00,45.2,124,Slightly unhealthy
2,2023:07:02 01:00:00,48.3,132,Slightly unhealthy
3,2023:07:02 01:00:00,25.5,79,Moderate
4,2023:07:02 01:00:00,36.9,104,Slightly unhealthy
5,2023:07:02 01:00:00,520.0,485,Extremely hazardous
1,2023:07:02 01:00:00,37.7,106,Slightly unhealthy
2,2023:07:02 01:00:00,54.0,146,Slightly unhealthy
3,2023:07:02 01:00:00,51.1,139,Slightly unhealthy
4,2023:07:02 01:00:00,178.8,228,Very unhealthy
5,2023:07:02 01:00:00,45.3,124,Slightly unhealthy
1,2023:07:02 01:00:00,369.3,409,Extremely hazardous
2,2023:07:02 01:00:00,44.8,123,Slightly unhealthy
3,2023:07:02 01:00:00,40.2,112,Slightly unhealthy
4,2023:07:02 01:00:00,39.9,111,Slightly unhealthy
5,2023:07:02 01:00:00,53.7,146,Slightly unhealthy
1,2023:07:02 01:00:00,54.2,147,Slightly unhealthy
2,2023:07:02 01:00:00,113.6,181,Unhealthy
3,2023:07:02 01:00:00,38.1,106,Slightly unhealthy
4,2023:07:02 01:00:00,337.7,387,Hazardous
5,2023:07:02 01:00:00,41.4,115,Slightly unhealthy
1,2023:07:02 01:00:00,45.8,126,Slightly unhealthy
2,2023:07:02 01:00:00,7.7,32,Good
3,2023:07:02 01:00:00,36.4,102,Slightly unhealthy
4,2023:07:02 01:00:00,100.5,174,Unhealthy
5,2023:07:02 01:00:00,443.1,446,Extremely hazardous
1,2023:07:02 01:00:00,53.8,146,Slightly unhealthy
2,2023:07:02 01:00:00,220.9,270,Very unhealthy
3,2023:07:02 01:00:00,54.6,148,Slightly unhealthy
4,2023:07:02 01:00:00,46.0,126,Slightly unhealthy
5,2023:07:02 01:00:00,6.0,25,Good
1,2023:07:02 01:00:00,387.3,418,Extremely hazardous
2,2023:07:02 01:00:00,37.9,106,Slightly unhealthy
3,2023:07:02 01:00:00,37.7,106,Slightly unhealthy
4,2023:07:02 01:00:00,375.1,412,Extremely hazardous
5,2023:07:02 01:00:00,37.1,104,Slightly unhealthy
1,2023:07:02 01:00:00,44.0,121,Slightly unhealthy
2,2023:07:02 01:00:00,42.0,116,Slightly unhealthy
3,2023:07:02 01:00:00,444.7,447,Extremely hazardous
4,2023:07:02 01:00:00,44.3,122,Slightly unhealthy
5,2023:07:02 01:00:00,51.7,140,Slightly unhealthy
1,2023:07:02 01:00:00,50.4,137,Slightly unhealthy
2,2023:07:02 01:00:00,35.7,100,Slightly unhealthy
3,2023:07:02 01:00:00,35.8,101,Slightly unhealthy
4,2023:07:02 01:00:00,45.0,124,Slightly unhealthy
5,2023:07:02 01:00:00,475.9,463,Extremely hazardous
1,2023:07:02 01:00:00,5.4,22,Good
2,2023:07:02 01:00:00,44.8,123,Slightly unhealthy
3,2023:07:02 01:00:00,53.7,146,Slightly unhealthy
4,2023:07:02 01:00:00,51.6,140,Slightly unhealthy
5,2023:07:02 01:00:00,493.7,472,Extremely hazardous
1,2023:07:02 01:00:00,36.3,102,Slightly unhealthy
2,2023:07:02 01:00:00,46.6,128,Slightly unhealthy
3,2023:07:02 01:00:00,523.7,487,Extremely hazardous
4,2023:07:02 01:00:00,46.8,128,Slightly unhealthy
5,2023:07:02 01:00:00,51.8,141,Slightly unhealthy
1,2023:07:02 01:00:00,42.7,118,Slightly unhealthy
2,2023:07:02 01:00:00,38.3,107,Slightly unhealthy
3,2023:07:02 01:00:00,35.8,101,Slightly unhealthy
4,2023:07:02 01:00:00,48.2,132,Slightly unhealthy
5,2023:07:02 01:00:00,41.7,116,Slightly unhealthy
1,2023:07:02 01:00:00,50.8,138,Slightly unhealthy
2,2023:07:02 01:00:00,47.4,130,Slightly unhealthy
3,2023:07:02 01:00:00,474.6,462,Extremely hazardous
4,2023:07:02 01:00:00,39.6,110,Slightly unhealthy
5,2023:07:02 01:00:00,11.4,48,Good
1,2023:07:02 01:00:00,45.0,124,Slightly unhealthy
2,2023:07:02 01:00:00,248.1,298,Very unhealthy
3,2023:07:02 01:00:00,44.1,122,Slightly unhealthy
4,2023:07:02 01:00:00,52.3,142,Slightly unhealthy
5,2023:07:02 01:00:00,9.6,40,Good
1,2023:07:02 01:00:00,167.2,217,Very unhealthy
2,2023:07:02 01:00:00,6.9,29,Good
3,2023:07:02 01:00:00,192.0,242,Very unhealthy
4,2023:07:02 01:00:00,93.8,170,Unhealthy
5,2023:07:02 01:00:00,73.2,159,Unhealthy
1,2023:07:02 01:00:00,36.5,102,Slightly unhealthy
2,2023:07:02 01:00:00,49.5,135,Slightly unhealthy
3,2023:07:02 01:00:00,7.5,31,Good
4,2023:07:02 01:00:00,53.4,145,Slightly unhealthy
5,2023:07:02 01:00:00,230.2,280,Very unhealthy
1,2023:07:02 01:00:00,41.4,115,Slightly unhealthy
2,2023:07:02 01:00:00,38.9,108,Slightly unhealthy
3,2023:07:02 01:00:00,47.9,131,Slightly unhealthy
4,2023:07:02 01:00:00,49.9,136,Slightly unhealthy
5,2023:07:02 01:00:00,52.4,142,Slightly unhealthy
1,2023:07:02 01:00:00,50.5,138,Slightly unhealthy
2,2023:07:02 01:00:00,50.4,137,Slightly unhealthy
3,2023:07:02 01:00:00,44.3,122,Slightly unhealthy
4,2023:07:02 01:00:00,49.9,136,Slightly unhealthy
5,2023:07:02 01:00:00,47.2,129,Slightly unhealthy
1,2023:07:02 01:00:00,41.3,114,Slightly unhealthy
2,2023:07:02 01:00:00,534.3,492,Extremely hazardous
3,2023:07:02 01:00:00,51.7,140,Slightly unhealthy
4,2023:07:02 01:00:00,39.6,110,Slightly unhealthy
5,2023:07:02 01:00:00,41.4,115,Slightly unhealthy
1,2023:07:02 01:00:00,47.8,131,Slightly unhealthy
2,2023:07:02 01:00:00,43.8,121,Slightly unhealthy
3,2023:07:02 01:00:00,55.0,149,Slightly unhealthy
4,2023:07:02 01:00:00,449.4,449,Extremely hazardous
5,2023:07:02 01:00:00,38.5,108,Slightly unhealthy
1,2023:07:02 01:00:00,42.1,116,Slightly unhealthy
2,2023:07:02 01:00:00,49.4,135,Slightly unhealthy
3,2023:07:02 01:00:00,48.6,133,Slightly unhealthy
4,2023:07:02 01:00:00,7.6,32,Good
5,2023:07:02 01:00:00,48.1,132,Slightly unhealthy
1,2023:07:02 01:00:00,46.2,127,Slightly unhealthy
2,2023:07:02 01:00:00,38.5,108,Slightly unhealthy
3,2023:07:02 01:00:00,39.0,109,Slightly unhealthy
4,2023:07:02 01:00:00,535.5,492,Extremely hazardous
5,2023:07:02 01:00:00,53.3,144,Slightly unhealthy
1,2023:07:02 01:00:00,498.6,474,Extremely hazardous
2,2023:07:02 01:00:00,53.4,145,Slightly unhealthy
3,2023:07:02 01:00:00,41.2,114,Slightly unhealthy
4,2023:07:02 01:00:00,389.7,420,Extremely hazardous
5,2023:07:02 01:00:00,419.4,434,Extremely hazardous
1,2023:07:02 01:00:00,460.8,455,Extremely hazardous
2,2023:07:02 01:00:00,521.0,485,Extremely hazardous
3,2023:07:02 01:00:00,46.0,126,Slightly unhealthy
4,2023:07:02 01:00:00,48.4,132,Slightly unhealthy
5,2023:07:02 01:00:00,50.8,138,Slightly unhealthy
1,2023:07:02 01:00:00,282.1,332,Hazardous
2,2023:07:02 01:00:00,522.2,486,Extremely hazardous
3,2023:07:02 01:00:00,35.1,99,Moderate
4,2023:07:02 01:00:00,223.2,273,Very unhealthy
5,2023:07:02 01:00:00,51.2,139,Slightly unhealthy
1,2023:07:02 01:00:00,51.9,141,Slightly unhealthy
2,2023:07:02 01:00:00,6.7,28,Good
3,2023:07:02 01:00:00,52.7,143,Slightly unhealthy
4,2023:07:02 01:00:00,47.4,130,Slightly unhealthy
5,2023:07:02 01:00:00,47.2,129,Slightly unhealthy
1,2023:07:02 01:00:00,49.1,134,Slightly unhealthy
2,2023:07:02 01:00:00,47.2,129,Slightly unhealthy
3,2023:07:02 01:00:00,37.4,105,Slightly unhealthy
4,2023:07:02 01:00:00,49.7,136,Slightly unhealthy
5,2023:07:02 01:00:00,26.8,82,Moderate
1,2023:07:02 01:00:00,51.4,140,Slightly unhealthy
2,2023:07:02 01:00:00,52.6,143,Slightly unhealthy
3,2023:07:02 01:00:00,50.2,137,Slightly unhealthy
4,2023:07:02 01:00:00,37.4,105,Slightly unhealthy
5,2023:07:02 01:00:00,36.0,101,Slightly unhealthy
1,2023:07:02 01:00:00,38.3,107,Slightly unhealthy
2,2023:07:02 01:00:00,49.4,135,Slightly unhealthy
3,2023:07:02 01:00:00,44.1,122,Slightly unhealthy
4,2023:07:02 01:00:00,86.9,166,Unhealthy
5,2023:07:02 01:00:00,53.7,146,Slightly unhealthy
1,2023:07:02 01:00:00,38.7,108,Slightly unhealthy
2,2023:07:02 01:00:00,44.5,122,Slightly unhealthy
3,2023:07:02 01:00:00,44.8,123,Slightly unhealthy
4,2023:07:02 01:00:00,39.5,110,Slightly unhealthy
5,2023:07:02 01:00:00,7.0,29,Good
1,2023:07:02 01:00:00,46.0,126,Slightly unhealthy
2,2023:07:02 01:00:00,52.2,142,Slightly unhealthy
3,2023:07:02 01:00:00,35.7,100,Slightly unhealthy
4,2023:07:02 01:00:00,36.2,102,Slightly unhealthy
5,2023:07:02 01:00:00,309.9,359,Hazardous
1,2023:07:02 01:00:00,47.4,130,Slightly unhealthy
2,2023:07:02 01:00:00,32.3,93,Moderate
3,2023:07:02 01:00:00,48.1,132,Slightly unhealthy
4,2023:07:02 01:00:00,52.5,142,Slightly unhealthy
5,2023:07:02 01:00:00,49.6,135,Slightly unhealthy
1,2023:07:02 01:00:00,37.5,105,Slightly unhealthy
2,2023:07:02 01:00:00,53.7,146,Slightly unhealthy
3,2023:07:02 01:00:00,47.1,129,Slightly unhealthy
4,2023:07:02 01:00:00,9.4,39,Good
5,2023:07:02 01:00:00,498.0,474,Extremely hazardous
1,2023:07:02 01:00:00,43.1,119,Slightly unhealthy
